Customer Name,Contact,Loan Number,Total Loan Amount,Current Balance,Current Escrow Balance,Prev Tax,Prev Insurance,Forecasted Tax,Forecasted Insurance,Last Tax Paid Date,Last Insurance Paid Date,Next Tax Pay Date,Next Insurance Pay Date,Forecasted Escrow Surplus,Forecasted Escrow Shortage,Last Interaction Date,Last Interaction Type,Last Interaction Summary,County,Property Address
Miranda Hernandez,(230)852-4808,28112562,895749.72,432971.75,6218.96,5614.8,1761.48,6222.05,1878.65,2025-05-09,2025-02-14,2026-05-09,2026-02-14,0.0,3231.86,2025-09-27,In-App Message,Asked about escrow increase explanation,Collin,"72239 Berry Harbors, Allen, TX 75034"
Brian Wright,+1-890-916-2047x8768,96886282,581447.76,507394.59,2139.93,3263.3,1343.46,3619.16,1373.28,2024-12-09,2025-07-01,2025-12-09,2026-07-01,0.0,3684.58,2025-09-18,Email,Asked about escrow increase explanation,Tarrant,"964 Jackson Walks Suite 203, Grapevine, TX 76051"
Ashley Strong,(464)650-5730x3627,63198642,627185.35,581763.45,1341.0,4312.49,1886.21,4471.68,1937.97,2025-04-04,2025-01-29,2026-04-04,2026-01-29,0.0,6136.93,2025-09-27,Email,Asked about escrow increase explanation,Tarrant,"03747 Owens Mountain, Arlington, TX 76010"
Tyler Sanchez,(314)650-5766,57617011,804332.35,694469.4,5794.77,4354.83,1965.25,4755.26,2001.85,2025-02-23,2024-12-04,2026-02-23,2025-12-04,0.0,2088.53,2025-08-16,Chat,Requested payment schedule clarification,Harris,"71553 Weeks Expressway Apt. 128, Houston, TX 77077"
Lydia Watson,365.997.5954x508,75433400,361063.32,303077.97,3883.96,7144.08,1077.15,7498.49,1136.72,2025-01-05,2025-01-05,2026-01-05,2026-01-05,0.0,6190.45,2025-10-26,Email,Follow-up on prior escrow analysis letter,Collin,"089 Yolanda Drives Suite 574, Frisco, TX 75035"
Anna Reyes,(830)604-0236x9362,38268399,463009.69,420420.01,1815.96,3590.54,829.54,3810.78,889.43,2025-07-30,2025-05-21,2026-07-30,2026-05-21,0.0,3667.62,2025-08-25,Email,Verified insurance premium update,Harris,"20471 Taylor Expressway, Pearland, TX 77007"
Joe Lam,+1-657-549-8855x829,40359901,279155.37,168147.04,6211.22,3533.69,1018.81,3860.49,1092.09,2025-04-17,2024-11-30,2026-04-17,2025-11-30,433.21,0.0,2025-10-10,Chat,Requested payment schedule clarification,Harris,"7458 Porter Stream, Pearland, TX 77077"
Scott Rodriguez,(783)833-7218,63667053,468603.8,389649.61,1782.06,3084.63,1623.23,3296.89,1668.15,2025-04-17,2025-04-27,2026-04-17,2026-04-27,0.0,4010.49,2025-08-28,Call,Follow-up on prior escrow analysis letter,Dallas,"541 Francisco Orchard Apt. 506, Irving, TX 75201"
William Cook,(614)537-7693x663,91949683,239191.66,137895.48,1463.73,6004.14,2082.74,6607.04,2276.04,2024-12-12,2024-12-12,2025-12-12,2025-12-12,0.0,8899.86,2025-10-30,Email,Follow-up on prior escrow analysis letter,Harris,"2959 Castaneda Courts, Houston, TX 77584"
Brittany Patterson,720-707-2024,99396822,413650.25,204918.06,6921.03,7238.3,2412.95,7682.05,2471.95,2024-11-11,2025-01-24,2025-11-11,2026-01-24,0.0,4925.3,2025-10-29,Email,Follow-up on prior escrow analysis letter,Dallas,"24510 Vanessa Ridges, Irving, TX 75040"
James Holder,449-349-8194,72053763,764689.88,635932.94,4701.87,6221.15,2439.25,6503.96,2629.17,2025-03-30,2025-05-27,2026-03-30,2026-05-27,0.0,5953.45,2025-09-12,Call,Asked about escrow increase explanation,Harris,"81793 Johnson Walk Suite 277, Houston, TX 77007"
Michael Morales,345.233.7220,88877489,673599.68,365470.19,5714.68,3482.96,2219.06,3895.05,2325.95,2025-03-15,2025-06-23,2026-03-15,2026-06-23,0.0,1543.15,2025-09-06,Email,Verified insurance premium update,Dallas,"17221 Townsend Spurs, Mesquite, TX 75219"
Jessica Martinez,+1-289-243-7052x6351,43847289,499426.27,354524.63,4470.71,4625.63,1290.06,5065.03,1312.51,2024-11-13,2025-09-11,2025-11-13,2026-09-11,0.0,2969.75,2025-08-29,In-App Message,Asked about escrow increase explanation,Collin,"77657 Lisa Summit Suite 592, Allen, TX 75013"
Jennifer Tucker,720-723-8974x32600,92527384,600292.13,363779.11,7833.25,4997.8,1741.66,5278.44,1893.15,2025-06-28,2025-07-06,2026-06-28,2026-07-06,0.0,533.6,2025-11-11,Email,Asked about escrow increase explanation,Travis,"0178 Jason Isle Suite 868, Austin, TX 78745"
Jessica Dodson,7792848704,64671752,159589.38,125609.52,5704.67,4783.66,1688.53,5218.43,1723.53,2025-06-28,2025-02-05,2026-06-28,2026-02-05,0.0,2394.28,2025-09-26,In-App Message,Verified insurance premium update,Travis,"6799 Sandra Village, Austin, TX 78702"
Steven Phelps,594.964.0830,42075348,198532.81,186145.11,3370.42,5677.32,2484.12,5910.37,2696.34,2025-06-24,2025-02-01,2026-06-24,2026-02-01,0.0,6670.74,2025-10-04,In-App Message,Inquired about property tax adjustment,Harris,"60148 Smith Ways Suite 907, Houston, TX 77008"
Donna Wilson,368.752.8306,96817795,717227.21,609996.09,7602.58,4602.44,1933.35,5134.08,2124.51,2025-02-18,2025-04-21,2026-02-18,2026-04-21,0.0,865.77,2025-08-29,Chat,Requested payment schedule clarification,Harris,"0124 Diane Skyway, Pearland, TX 77057"
Christina Martin,244-588-1121,18855990,338017.4,236151.43,5398.6,3605.74,969.33,3731.06,984.98,2025-03-28,2025-01-18,2026-03-28,2026-01-18,0.0,103.45,2025-09-20,Call,Requested payment schedule clarification,Travis,"17518 Dixon Orchard Suite 151, Austin, TX 78701"
Kimberly Wright,5919122528,94767925,377064.46,287178.44,6321.2,5974.86,1683.91,6418.77,1771.38,2025-07-24,2025-09-10,2026-07-24,2026-09-10,0.0,3233.98,2025-09-30,Chat,Verified insurance premium update,Travis,"56618 Lewis Field Suite 913, Austin, TX 78702"
Judith Morris,(830)207-3095x055,52301424,407711.74,358719.53,4826.34,7286.61,853.72,7787.47,932.56,2024-12-27,2025-07-11,2025-12-27,2026-07-11,0.0,5347.03,2025-10-31,In-App Message,Verified insurance premium update,Travis,"21988 Brittany Mountains Suite 885, Austin, TX 78759"
Russell Stewart,786-840-1042x4624,19985429,494742.18,230762.54,4896.67,6871.62,1315.18,7514.43,1386.51,2025-07-03,2025-07-01,2026-07-03,2026-07-01,0.0,5487.76,2025-11-04,Email,Inquired about property tax adjustment,Tarrant,"74460 Tina Islands Apt. 128, Arlington, TX 76010"
Brian Villegas,001-355-612-9391x30448,84137409,576641.42,400925.43,4876.49,5427.27,1598.69,5864.72,1637.17,2024-11-12,2024-12-22,2025-11-12,2025-12-22,0.0,3875.71,2025-11-08,Call,Verified insurance premium update,Travis,"60461 Adams Center Apt. 119, Austin, TX 78701"
John Ward,+1-414-429-8315,97038284,878153.07,666052.62,3469.35,7400.02,1344.82,7640.77,1363.73,2025-08-03,2025-05-27,2026-08-03,2026-05-27,0.0,7035.9,2025-09-06,Chat,Inquired about property tax adjustment,Tarrant,"073 Gary View, Arlington, TX 76011"
Abigail Mills MD,001-737-483-0639x6384,64293834,435430.03,289157.8,7943.62,4853.68,895.96,5105.98,923.84,2025-06-28,2025-01-24,2026-06-28,2026-01-24,908.83,0.0,2025-10-25,Chat,Follow-up on prior escrow analysis letter,Harris,"443 Jasmine Glens Suite 016, Houston, TX 77077"
Carl Lopez,+1-691-332-0330x1623,87118114,235853.47,126155.57,4768.92,3168.2,1918.21,3383.71,2026.26,2025-05-03,2025-01-06,2026-05-03,2026-01-06,0.0,1542.71,2025-08-28,In-App Message,Inquired about property tax adjustment,Collin,"310 Rodriguez Ford, Plano, TX 75025"
Rachel Melton,966-684-7323x65337,68713655,166677.34,101382.69,4992.47,4450.9,966.13,4780.05,1035.86,2024-12-04,2025-08-28,2025-12-04,2026-08-28,0.0,1792.76,2025-09-27,Email,Inquired about property tax adjustment,Collin,"0672 Kimberly Village, McKinney, TX 75035"
Christina Rodriguez,624-542-6078x1975,70309806,611120.91,386025.01,4051.94,5236.28,2240.47,5764.32,2432.33,2025-04-30,2025-01-01,2026-04-30,2026-01-01,0.0,5510.82,2025-08-15,Email,Inquired about property tax adjustment,Travis,"476 Martin Forges, Austin, TX 78702"
Maria Cruz,+1-682-614-5841,64185675,897170.77,584070.44,2581.2,6343.0,956.33,7015.21,974.05,2025-06-14,2025-07-07,2026-06-14,2026-07-07,0.0,6739.6,2025-10-08,Chat,Inquired about property tax adjustment,Tarrant,"91344 Katherine Skyway, Fort Worth, TX 76109"
Kendra White,480.320.5869x5073,51115997,307304.37,260540.6,5560.76,4358.31,2167.02,4658.87,2294.0,2025-03-21,2025-03-29,2026-03-21,2026-03-29,0.0,2550.92,2025-09-28,Email,Verified insurance premium update,Collin,"4936 Davis Mountains Apt. 350, McKinney, TX 75034"
Kim Snyder,(380)311-9236x03768,83627558,536526.92,421592.19,4832.94,6964.03,1867.33,7496.5,1917.35,2024-12-27,2025-02-27,2025-12-27,2026-02-27,0.0,6149.89,2025-10-15,In-App Message,Requested payment schedule clarification,Travis,"233 Nathan Camp Suite 096, Austin, TX 78759"
Joanna Clark,239-911-4983x07482,39039152,756700.11,663162.38,7347.85,7205.86,2035.25,7460.87,2092.36,2025-08-30,2025-05-05,2026-08-30,2026-05-05,0.0,3797.58,2025-10-07,In-App Message,Requested payment schedule clarification,Travis,"1189 Sandy Harbors Apt. 655, Austin, TX 78759"
Alyssa Davis,+1-490-643-2230x2333,71854927,663979.98,398479.51,4047.72,4433.94,2211.36,4592.67,2273.99,2025-08-19,2025-01-29,2026-08-19,2026-01-29,0.0,3963.38,2025-09-18,In-App Message,Inquired about property tax adjustment,Dallas,"739 Anthony Stream, Irving, TX 75040"
Shirley Evans,+1-362-312-7602x50826,31143899,342334.98,256962.16,3841.06,3511.01,1126.26,3693.94,1221.37,2025-08-15,2025-06-14,2026-08-15,2026-06-14,0.0,1893.47,2025-11-07,In-App Message,Verified insurance premium update,Tarrant,"26163 Joseph Pike, Grapevine, TX 76107"
Tiffany Frederick,001-857-429-8937,92000153,635191.54,297588.42,2115.51,3613.94,1239.27,3983.71,1325.13,2025-06-24,2024-12-25,2026-06-24,2025-12-25,0.0,4078.14,2025-10-30,Email,Asked about escrow increase explanation,Harris,"5493 James Hill Suite 871, Pasadena, TX 77095"
Stephanie Hall,001-581-487-6920x828,42277069,794688.0,390958.5,5211.2,6902.27,2330.98,7362.17,2430.53,2025-03-22,2025-06-02,2026-03-22,2026-06-02,0.0,6213.62,2025-10-05,Call,Verified insurance premium update,Travis,"981 Amber Corner, Austin, TX 78701"
Dean Dunn,(406)973-2318,19587874,578230.03,404832.87,1844.5,5988.98,1786.71,6586.44,1889.04,2025-09-09,2024-11-21,2026-09-09,2025-11-21,0.0,8043.56,2025-10-28,In-App Message,Asked about escrow increase explanation,Dallas,"815 Martin Harbor Suite 000, Irving, TX 75201"
Allison Pacheco,3159291137,82347561,755015.43,464064.92,5090.28,4754.78,2072.24,4998.39,2171.83,2024-12-14,2025-06-10,2025-12-14,2026-06-10,0.0,3274.98,2025-10-31,Email,Asked about escrow increase explanation,Dallas,"90255 Chambers Underpass Suite 442, Dallas, TX 75150"
Michael Fernandez,278-812-2489x0567,72721659,479606.56,276806.35,5126.37,5206.61,1437.0,5807.37,1492.3,2024-12-15,2025-03-31,2025-12-15,2026-03-31,0.0,3389.91,2025-10-23,In-App Message,Verified insurance premium update,Dallas,"90043 Reed Junctions, Irving, TX 75219"
Kendra Sullivan,001-713-262-4835,59151960,852729.22,538497.65,6009.7,6696.14,835.83,7479.67,889.76,2025-06-15,2025-05-08,2026-06-15,2026-05-08,0.0,3754.64,2025-10-13,Call,Requested payment schedule clarification,Dallas,"96080 Brown Fords Apt. 699, Garland, TX 75150"
Zachary Barton,001-282-621-0401x64818,93963712,381951.38,354925.19,3539.99,6655.13,1007.49,7374.06,1095.33,2025-07-20,2024-12-05,2026-07-20,2025-12-05,0.0,6340.96,2025-09-21,In-App Message,Asked about escrow increase explanation,Tarrant,"287 Gilmore Gateway Apt. 638, Grapevine, TX 76010"
Christopher Jones,001-569-842-8946x420,27516806,217687.75,187506.18,2648.22,3946.74,2313.42,4390.47,2468.01,2025-04-11,2025-03-04,2026-04-11,2026-03-04,0.0,5353.34,2025-10-14,In-App Message,Asked about escrow increase explanation,Travis,"863 Kyle Tunnel Suite 170, Austin, TX 78704"
Henry Christensen,001-940-826-3558x24301,51302750,503318.46,330418.83,6888.14,6228.24,2290.49,6874.87,2483.34,2025-08-08,2025-05-24,2026-08-08,2026-05-24,0.0,4029.77,2025-10-03,Chat,Follow-up on prior escrow analysis letter,Tarrant,"4898 Kelsey Street Apt. 538, Fort Worth, TX 76010"
William Rivera,(579)505-0404,39008943,601586.96,515387.99,6164.5,5039.68,846.5,5214.5,903.84,2025-04-13,2025-08-20,2026-04-13,2026-08-20,0.0,973.56,2025-09-04,In-App Message,Requested payment schedule clarification,Collin,"3849 Stephenson Crossing, Allen, TX 75034"
Renee Davis,001-397-587-1809x339,76113110,621222.2,376995.46,1575.62,3710.2,1677.82,4145.29,1820.03,2025-08-29,2025-07-06,2026-08-29,2026-07-06,0.0,5383.92,2025-10-26,Email,Follow-up on prior escrow analysis letter,Collin,"65306 Jennifer Corner, McKinney, TX 75024"
Olivia Murphy,(317)786-8800x2300,65703402,508774.11,415966.62,2824.76,6093.6,2205.51,6714.89,2267.0,2025-03-20,2025-05-13,2026-03-20,2026-05-13,0.0,7654.11,2025-10-14,In-App Message,Inquired about property tax adjustment,Travis,"298 John Lane, Austin, TX 78745"
Deborah Campbell,+1-316-609-3659x520,91026089,858567.87,765989.11,2571.41,7266.49,2369.29,7907.68,2526.6,2025-06-04,2025-05-15,2026-06-04,2026-05-15,0.0,9601.92,2025-09-16,Call,Verified insurance premium update,Dallas,"89418 Perez Locks, Mesquite, TX 75039"
Laurie Avila,(732)823-9982x13745,20300489,788873.15,374629.14,5326.03,5701.77,1053.73,6364.45,1080.4,2025-04-02,2025-07-13,2026-04-02,2026-07-13,0.0,3359.63,2025-08-16,Call,Asked about escrow increase explanation,Dallas,"0428 Shepard Canyon, Garland, TX 75040"
Gail Vasquez,(566)708-1126x0030,62424067,770443.09,537056.24,2571.39,3914.15,2408.29,4318.12,2490.07,2025-09-05,2025-02-03,2026-09-05,2026-02-03,0.0,5371.5,2025-09-07,In-App Message,Verified insurance premium update,Harris,"106 Gail Cliffs Suite 312, Pasadena, TX 77584"
Heather Roth,682.669.1776x82938,15414590,304954.46,170098.5,6768.62,6270.19,1121.92,6560.08,1213.16,2025-05-15,2025-07-28,2026-05-15,2026-07-28,0.0,2300.16,2025-11-10,Call,Inquired about property tax adjustment,Dallas,"48087 Matthew Freeway, Mesquite, TX 75150"
Stephanie Taylor,9332591015,91293269,488232.52,280323.09,5080.32,5912.56,945.76,6339.44,1029.39,2025-06-21,2025-01-20,2026-06-21,2026-01-20,0.0,3516.65,2025-08-15,In-App Message,Requested payment schedule clarification,Tarrant,"599 Linda Heights, Fort Worth, TX 76011"
Jody Scott,(669)999-6996,22033247,342169.2,170276.98,1411.27,4497.88,1199.23,5000.47,1318.8,2025-03-11,2025-06-20,2026-03-11,2026-06-20,0.0,5961.21,2025-10-13,Call,Asked about escrow increase explanation,Travis,"85969 Dylan Port Apt. 408, Austin, TX 78759"
Shannon Ashley,212.834.2669,93512668,435703.26,409021.64,5698.83,3595.07,2316.78,3716.23,2377.35,2024-11-22,2025-07-18,2025-11-22,2026-07-18,0.0,1410.35,2025-09-25,Email,Follow-up on prior escrow analysis letter,Tarrant,"726 Stephen Mall, Grapevine, TX 76011"
Daniel Hoffman,001-638-293-5953x8280,56262553,248939.65,151519.28,4712.97,3638.08,998.63,3761.68,1020.11,2025-06-10,2025-07-31,2026-06-10,2026-07-31,0.0,865.79,2025-08-28,Chat,Inquired about property tax adjustment,Travis,"129 Peterson Plaza Apt. 695, Austin, TX 78745"
Derek Bowers,(596)756-1308x7612,86706373,609698.68,506526.66,2846.31,4408.55,2317.54,4666.0,2548.16,2024-11-22,2025-01-13,2025-11-22,2026-01-13,0.0,5570.21,2025-09-29,Email,Follow-up on prior escrow analysis letter,Travis,"43468 John Underpass Suite 840, Austin, TX 78704"
April Contreras,769.266.1016x83113,16431196,261465.61,147709.84,1251.04,4171.01,2000.14,4459.97,2199.29,2024-12-09,2025-08-24,2025-12-09,2026-08-24,0.0,6518.1,2025-09-14,In-App Message,Asked about escrow increase explanation,Travis,"8094 Kelly Rest, Austin, TX 78702"
Jason Thompson,+1-983-997-6205x3440,69417509,513899.64,357928.16,6920.87,6900.96,1010.21,7166.11,1099.25,2024-11-18,2025-06-14,2025-11-18,2026-06-14,0.0,2722.05,2025-10-30,Email,Requested payment schedule clarification,Travis,"2072 Hines Loop Apt. 925, Austin, TX 78759"
Shane Hardy,360.529.9140x6884,36634065,587660.54,549940.77,4682.11,5568.55,1507.91,5774.11,1627.25,2025-01-28,2025-03-24,2026-01-28,2026-03-24,0.0,3952.81,2025-11-10,Call,Inquired about property tax adjustment,Harris,"3125 Espinoza Extension, Pasadena, TX 77024"
Ashley Stephens,270-832-1192,25115604,886000.86,452742.43,3614.91,7181.17,980.32,7605.71,992.67,2025-03-24,2025-04-06,2026-03-24,2026-04-06,0.0,6416.53,2025-08-25,In-App Message,Verified insurance premium update,Collin,"3852 Simpson Ports, Allen, TX 75070"
Jermaine Vance,+1-244-449-0295,63094995,643504.73,395571.02,1306.93,5800.64,1570.27,6469.27,1727.27,2024-12-20,2025-04-14,2025-12-20,2026-04-14,0.0,8255.7,2025-09-28,Email,Requested payment schedule clarification,Travis,"016 Mitchell Center Apt. 734, Austin, TX 78759"
Tanya Stein,001-378-522-1021x7982,45044029,748610.23,615282.75,4830.09,5710.31,957.34,6012.76,987.6,2025-05-30,2025-01-18,2026-05-30,2026-01-18,0.0,3337.0,2025-10-05,In-App Message,Asked about escrow increase explanation,Collin,"98579 Hall Meadow Apt. 831, Allen, TX 75025"
Emily Johnson,397.907.9866,74199191,441377.18,287423.99,5530.18,7294.95,1062.03,7709.81,1149.22,2025-04-01,2025-09-03,2026-04-01,2026-09-03,0.0,4805.35,2025-08-14,Chat,Follow-up on prior escrow analysis letter,Collin,"7368 Michelle Bridge, Frisco, TX 75024"
Charles Hopkins,(223)755-2165,82353357,222083.62,140740.7,2399.1,5004.49,1459.75,5275.55,1553.22,2025-05-07,2025-08-31,2026-05-07,2026-08-31,0.0,5567.8,2025-10-10,Call,Verified insurance premium update,Dallas,"46921 Charles Ports Apt. 596, Garland, TX 75040"
Kristin Ferguson,+1-243-569-9848x02205,98894223,475579.44,315313.23,1283.07,4537.85,1587.99,4765.56,1701.95,2025-07-13,2024-12-06,2026-07-13,2025-12-06,0.0,6262.36,2025-10-15,Email,Verified insurance premium update,Tarrant,"948 Wong Hills Suite 988, Grapevine, TX 76107"
Gregory Garrett,470.271.5238x67673,92622134,368027.27,246091.65,7350.45,5149.25,1052.63,5362.95,1148.69,2025-07-11,2025-06-22,2026-07-11,2026-06-22,0.0,246.46,2025-11-10,Email,Follow-up on prior escrow analysis letter,Harris,"6191 Simpson Place Suite 682, Pearland, TX 77007"
Jonathan Bruce,(258)893-7085,96375746,185796.21,90718.02,1315.66,3484.34,1522.35,3618.5,1628.12,2025-03-30,2025-08-31,2026-03-30,2026-08-31,0.0,4805.4,2025-09-20,Chat,Inquired about property tax adjustment,Travis,"350 Ware Shore, Austin, TX 78759"
Manuel Jennings,001-700-612-4825,43716263,726485.08,332827.77,6183.61,5082.96,2136.5,5621.05,2166.57,2025-07-06,2025-03-05,2026-07-06,2026-03-05,0.0,2901.95,2025-09-01,In-App Message,Inquired about property tax adjustment,Tarrant,"679 Gonzalez Knoll, Grapevine, TX 76102"
Madison Anderson,+1-794-863-3891,32068284,491248.61,385693.99,5366.67,4192.83,2443.42,4647.42,2509.02,2025-04-16,2025-06-27,2026-04-16,2026-06-27,0.0,2982.51,2025-09-04,Email,Asked about escrow increase explanation,Tarrant,"52857 Robin Junctions Suite 292, Grapevine, TX 76051"
Courtney Moreno,+1-851-738-1865x50784,12098146,475349.19,218165.13,3764.54,3059.87,1914.86,3278.39,2003.82,2024-12-24,2025-05-16,2025-12-24,2026-05-16,0.0,2398.04,2025-10-11,In-App Message,Inquired about property tax adjustment,Harris,"4430 Kristopher Road Apt. 891, Pasadena, TX 77007"
Mr. Joseph Bush,001-334-701-5364,49413034,667996.72,622286.24,5725.72,6620.88,948.98,6900.02,974.77,2025-02-11,2025-04-25,2026-02-11,2026-04-25,0.0,3461.54,2025-09-26,Call,Requested payment schedule clarification,Harris,"55313 Michael Forest Suite 781, Pearland, TX 77077"
Amber Moyer,321-941-0527x698,85361321,636467.42,493179.45,4050.52,5817.27,2143.02,6091.74,2222.49,2025-05-29,2025-06-03,2026-05-29,2026-06-03,0.0,5649.41,2025-10-07,In-App Message,Requested payment schedule clarification,Collin,"270 Ward Freeway, Frisco, TX 75034"
Hannah Martin,(858)966-0598,82331933,237344.11,213896.33,6171.47,5003.7,1624.58,5162.65,1706.55,2025-04-23,2025-04-01,2026-04-23,2026-04-01,0.0,1842.6,2025-10-30,Email,Requested payment schedule clarification,Travis,"4227 Dixon Streets Suite 859, Austin, TX 78701"
Rachel Skinner,228-224-9116x5020,30930333,188191.64,85427.17,5412.87,6208.92,2465.13,6869.4,2653.31,2025-01-30,2024-11-13,2026-01-30,2025-11-13,0.0,5696.96,2025-09-14,Chat,Asked about escrow increase explanation,Tarrant,"3931 David Wells Apt. 551, Grapevine, TX 76010"
Andrew Harris,+1-968-421-4448x8966,77053091,535016.79,434597.93,7546.97,7072.83,2274.98,7432.64,2310.16,2025-04-02,2025-05-30,2026-04-02,2026-05-30,0.0,3819.63,2025-10-24,Call,Verified insurance premium update,Travis,"7746 Julie Curve, Austin, TX 78745"
Tamara Roberts,483-528-1231,91413687,350886.65,271638.95,7223.98,3526.23,1858.58,3837.09,1952.16,2024-11-14,2024-12-15,2025-11-14,2025-12-15,469.86,0.0,2025-10-03,In-App Message,Asked about escrow increase explanation,Harris,"049 Brian Streets, Pasadena, TX 77007"
Dennis Moore,001-487-450-8276x817,56987976,294150.97,182939.46,2624.72,3988.66,2345.42,4230.07,2495.97,2025-01-05,2025-07-09,2026-01-05,2026-07-09,0.0,5222.33,2025-08-22,In-App Message,Requested payment schedule clarification,Dallas,"5458 Webb Light Apt. 905, Garland, TX 75040"
Patricia Santiago,468.331.6082x717,71359880,442778.42,291538.83,7588.38,5936.25,1412.43,6366.68,1549.98,2025-01-10,2025-06-22,2026-01-10,2026-06-22,0.0,1647.72,2025-10-08,Email,Follow-up on prior escrow analysis letter,Tarrant,"73992 Mark Extensions, Grapevine, TX 76051"
Cindy Jenkins,(416)559-1438,32355818,711940.73,557825.66,1903.68,3897.68,1829.77,4050.01,1916.57,2025-08-19,2025-07-19,2026-08-19,2026-07-19,0.0,5057.33,2025-09-27,In-App Message,Inquired about property tax adjustment,Dallas,"539 Luke Inlet Suite 617, Garland, TX 75040"
Sonya Robinson,(943)909-5449x7912,10360788,185287.0,85058.83,7166.34,4606.7,1069.63,5088.17,1166.43,2025-07-27,2025-06-30,2026-07-27,2026-06-30,0.0,130.69,2025-09-28,Call,Asked about escrow increase explanation,Dallas,"271 Brian Gateway, Irving, TX 75062"
Susan Higgins,475.229.8832,23228017,613172.19,312928.76,2568.67,4160.2,1378.55,4418.01,1398.13,2025-02-22,2025-09-02,2026-02-22,2026-09-02,0.0,4216.83,2025-10-06,Chat,Requested payment schedule clarification,Tarrant,"6083 Benjamin Cape, Arlington, TX 76102"
Robert Parks MD,289.575.3585x23860,12326935,679803.69,620875.62,4064.79,5057.11,2230.71,5259.31,2274.28,2024-12-17,2024-11-19,2025-12-17,2025-11-19,0.0,4724.4,2025-10-28,Call,Follow-up on prior escrow analysis letter,Harris,"3619 Rodriguez Cliff Suite 239, Pearland, TX 77007"
Kenneth Maxwell,001-595-201-4374x8309,87383120,622444.59,551134.06,7376.9,3706.65,1296.61,3965.14,1368.61,2025-08-22,2025-01-08,2026-08-22,2026-01-08,1154.19,0.0,2025-08-25,Call,Requested payment schedule clarification,Collin,"1397 Charlotte Crescent Apt. 602, Plano, TX 75024"
Bruce Mcdaniel,001-876-372-0191x116,27381528,242237.6,133459.63,7787.46,6461.49,811.2,7140.81,853.89,2025-09-02,2025-04-29,2026-09-02,2026-04-29,0.0,1539.69,2025-09-07,Chat,Follow-up on prior escrow analysis letter,Tarrant,"19072 Stanley Pines, Arlington, TX 76107"
Marcus Blair,2494366538,71115136,429327.27,355235.09,3524.5,5992.48,1057.74,6578.64,1108.46,2025-01-04,2025-03-21,2026-01-04,2026-03-21,0.0,5443.78,2025-11-05,Email,Requested payment schedule clarification,Dallas,"124 Craig Haven Apt. 868, Dallas, TX 75219"
Maurice Hendrix,(794)862-0935,18860728,823548.94,762540.66,4613.09,6069.89,2404.36,6493.76,2595.06,2024-12-18,2025-02-07,2025-12-18,2026-02-07,0.0,5990.53,2025-09-27,Call,Asked about escrow increase explanation,Travis,"99529 Colon Trail, Austin, TX 78745"
Donald Coleman,(485)285-6423x041,28904006,886458.69,471739.93,1430.28,6416.37,1922.3,6979.29,2097.66,2025-07-09,2024-12-04,2026-07-09,2025-12-04,0.0,9159.5,2025-09-26,Call,Follow-up on prior escrow analysis letter,Tarrant,"61592 Hall Park Suite 029, Arlington, TX 76010"
Tracey Reynolds,001-706-732-2481,45039128,814337.14,651791.54,7114.82,6246.98,1333.28,6627.88,1445.85,2024-11-17,2025-07-08,2025-11-17,2026-07-08,0.0,2304.53,2025-09-18,Email,Verified insurance premium update,Tarrant,"034 John Crossing, Arlington, TX 76010"
Jennifer Crawford,001-475-564-9157x95546,43726394,618269.76,469324.7,4095.01,4553.63,2180.11,4956.12,2354.05,2025-01-30,2024-11-21,2026-01-30,2025-11-21,0.0,4433.52,2025-10-31,Chat,Asked about escrow increase explanation,Travis,"24760 Bradley Circle Apt. 810, Austin, TX 78759"
Rebecca Spencer,276-241-7268,79370691,693824.01,568953.8,1882.04,7463.66,1282.68,7749.92,1359.21,2025-08-17,2024-12-23,2026-08-17,2025-12-23,0.0,8745.28,2025-09-16,Chat,Requested payment schedule clarification,Collin,"571 Brittany Ways, Allen, TX 75034"
Julie Gonzalez,3672130735,48617836,594377.7,339193.46,6419.1,6269.29,2477.82,6519.68,2515.97,2025-06-18,2025-04-28,2026-06-18,2026-04-28,0.0,4122.49,2025-08-31,Chat,Inquired about property tax adjustment,Collin,"474 Laurie Extensions Apt. 300, Plano, TX 75035"
Scott Rhodes,566.594.7031x805,91465153,185799.65,144084.14,1873.25,4340.83,2052.66,4648.09,2254.78,2025-08-09,2025-05-14,2026-08-09,2026-05-14,0.0,6180.1,2025-08-15,Email,Inquired about property tax adjustment,Harris,"74666 Christian Prairie Apt. 832, Pasadena, TX 77007"
William Powell,(614)259-0110x79771,12637090,738591.95,596359.26,5707.04,6214.58,1683.43,6539.52,1749.94,2025-02-15,2025-07-28,2026-02-15,2026-07-28,0.0,3964.0,2025-10-21,Email,Inquired about property tax adjustment,Tarrant,"388 Lori Port Suite 905, Arlington, TX 76051"
Richard Williams,+1-598-309-4976x987,36664201,683730.32,590892.61,1573.63,3279.87,2310.47,3518.85,2426.35,2024-12-19,2025-01-07,2025-12-19,2026-01-07,0.0,5362.44,2025-09-03,Chat,Follow-up on prior escrow analysis letter,Travis,"716 Morrison Summit Suite 166, Austin, TX 78702"
